index,cohorte_passage,gd_discipline,reussite_3_ans,passage_en_l2_2_ans,reussite_3_4_ans,reorientation_en_dut,redoublement_en_l1,effectif_neobacheliers_reussite,discipline_lib,effectif_neobacheliers_passage,sexe_lib,serie_bac,gd_discipline_lib,age_au_bac_lib,passage_en_l2_1_2_ans,discipline,sexe,mention_bac,age_au_bac,passage_en_l2_1_an,reorientation_en_dut_1_an,reorientation_en_dut_2_ans,sect_disciplinaire_lib,reussite_4_ans,serie_bac_lib,mention_bac_lib,sect_disciplinaire,cohorte_reussite
2957,2014,DSA,1.0,0.0,1.0,0.0,0.0,1.0,"Droit, sciences politiques",1.0,Femme,3,"Droit, gestion, économie, AES",En retard d'un an,1.0,1,2,Q,R1,1.0,0.0,0.0,Sciences politiques,0.0,BAC S,Inconnue,37,2012
2958,2014,DSA,0.0,1.0,0.0,0.0,1.0,1.0,"Droit, sciences politiques",2.0,Homme,4,"Droit, gestion, économie, AES",En retard de plus d'un an,2.0,1,1,C,R2,1.0,0.0,0.0,Sciences politiques,0.0,BAC STMG,Assez bien,37,2012
2959,2014,DSA,,0.0,,0.0,0.0,,"Droit, sciences politiques",1.0,Femme,5,"Droit, gestion, économie, AES",A l'heure ou en avance,1.0,1,2,A,R0,1.0,0.0,0.0,Sciences politiques,,BAC technologique hors STMG,Très bien,37,2012
2960,2014,DSA,,0.0,,0.0,1.0,,"Droit, sciences politiques",1.0,Homme,5,"Droit, gestion, économie, AES",En retard d'un an,0.0,1,1,C,R1,0.0,0.0,0.0,Sciences politiques,,BAC technologique hors STMG,Assez bien,37,2012
2961,2014,DSA,1.0,,2.0,,,2.0,"Droit, sciences politiques",,Femme,5,"Droit, gestion, économie, AES",En retard d'un an,,1,2,P,R1,,,,Sciences politiques,1.0,BAC technologique hors STMG,Passable deuxième groupe,37,2012
2962,2014,DSA,14.0,0.0,15.0,0.0,0.0,15.0,"Droit, sciences politiques",3.0,Homme,2,"Droit, gestion, économie, AES",A l'heure ou en avance,3.0,1,1,A,R0,3.0,0.0,0.0,"Pluridisciplinaire droit, sciences politiques",1.0,BAC ES,Très bien,61,2012
2963,2014,DSA,17.0,1.0,18.0,0.0,1.0,31.0,"Droit, sciences politiques",1.0,Homme,3,"Droit, gestion, économie, AES",A l'heure ou en avance,1.0,1,1,B,R0,0.0,0.0,0.0,"Pluridisciplinaire droit, sciences politiques",1.0,BAC S,Bien,61,2012
2964,2014,DSA,52.0,0.0,63.0,0.0,0.0,81.0,"Droit, sciences politiques",5.0,Femme,3,"Droit, gestion, économie, AES",A l'heure ou en avance,5.0,1,2,C,R0,5.0,0.0,0.0,"Pluridisciplinaire droit, sciences politiques",11.0,BAC S,Assez bien,61,2012
2965,2014,DSA,1.0,0.0,4.0,0.0,0.0,11.0,"Droit, sciences politiques",1.0,Femme,3,"Droit, gestion, économie, AES",En retard d'un an,1.0,1,2,D,R1,1.0,0.0,0.0,"Pluridisciplinaire droit, sciences politiques",3.0,BAC S,Passable premier groupe,61,2012
2966,2014,DSA,0.0,,0.0,,,1.0,"Droit, sciences politiques",,Homme,5,"Droit, gestion, économie, AES",A l'heure ou en avance,,1,1,C,R0,,,,"Pluridisciplinaire droit, sciences politiques",0.0,BAC technologique hors STMG,Assez bien,61,2012
2967,2014,DSA,0.0,,0.0,,,10.0,"Droit, sciences politiques",,Homme,6,"Droit, gestion, économie, AES",Non pris en compte,,1,1,P,R4,,,,"Pluridisciplinaire droit, sciences politiques",0.0,BAC professionnel,Passable deuxième groupe,61,2012
2968,2014,DSA,1.0,2.0,1.0,0.0,2.0,2.0,"Sciences économiques, gestion",2.0,Femme,2,"Droit, gestion, économie, AES",En retard de plus d'un an,2.0,2,2,C,R2,0.0,0.0,0.0,Sciences économiques,0.0,BAC ES,Assez bien,38,2012
2969,2014,DSA,2.0,2.0,2.0,0.0,3.0,2.0,"Sciences économiques, gestion",6.0,Femme,3,"Droit, gestion, économie, AES",En retard de plus d'un an,4.0,2,2,D,R2,2.0,0.0,0.0,Sciences économiques,0.0,BAC S,Passable premier groupe,38,2012
2970,2014,DSA,1.0,1.0,2.0,0.0,2.0,6.0,"Sciences économiques, gestion",2.0,Femme,3,"Droit, gestion, économie, AES",En retard de plus d'un an,1.0,2,2,P,R2,0.0,0.0,0.0,Sciences économiques,1.0,BAC S,Passable deuxième groupe,38,2012
2971,2014,DSA,0.0,1.0,0.0,0.0,2.0,13.0,"Sciences économiques, gestion",8.0,Homme,4,"Droit, gestion, économie, AES",A l'heure ou en avance,1.0,2,1,P,R0,0.0,0.0,0.0,Sciences économiques,0.0,BAC STMG,Passable deuxième groupe,38,2012
2972,2014,DSA,1.0,,1.0,,,9.0,"Sciences économiques, gestion",,Femme,5,"Droit, gestion, économie, AES",En retard d'un an,,2,2,D,R1,,,,Sciences économiques,0.0,BAC technologique hors STMG,Passable premier groupe,38,2012
2973,2014,DSA,,0.0,,0.0,1.0,,"Sciences économiques, gestion",1.0,Homme,6,"Droit, gestion, économie, AES",Non pris en compte,0.0,2,1,A,R4,0.0,0.0,0.0,Sciences économiques,,BAC professionnel,Très bien,38,2012
2974,2014,DSA,,0.0,,0.0,1.0,,"Sciences économiques, gestion",1.0,Homme,1,"Droit, gestion, économie, AES",A l'heure ou en avance,0.0,2,1,Q,R0,0.0,0.0,0.0,Sciences de gestion,,BAC L,Inconnue,39,2012
2975,2014,DSA,35.0,18.0,45.0,8.0,27.0,75.0,"Sciences économiques, gestion",136.0,Homme,2,"Droit, gestion, économie, AES",A l'heure ou en avance,99.0,2,1,C,R0,81.0,6.0,2.0,Sciences de gestion,10.0,BAC ES,Assez bien,39,2012
2976,2014,DSA,0.0,,0.0,,,1.0,"Sciences économiques, gestion",,Femme,2,"Droit, gestion, économie, AES",En retard de plus d'un an,,2,2,Q,R2,,,,Sciences de gestion,0.0,BAC ES,Inconnue,39,2012
2977,2014,DSA,0.0,0.0,0.0,0.0,4.0,3.0,"Sciences économiques, gestion",8.0,Homme,4,"Droit, gestion, économie, AES",En retard de plus d'un an,0.0,2,1,P,R2,0.0,0.0,0.0,Sciences de gestion,0.0,BAC STMG,Passable deuxième groupe,39,2012
2978,2014,DSA,0.0,0.0,0.0,1.0,1.0,4.0,"Sciences économiques, gestion",8.0,Femme,4,"Droit, gestion, économie, AES",En retard de plus d'un an,0.0,2,2,D,R2,0.0,1.0,0.0,Sciences de gestion,0.0,BAC STMG,Passable premier groupe,39,2012
2979,2014,DSA,0.0,,0.0,,,3.0,"Sciences économiques, gestion",,Homme,1,"Droit, gestion, économie, AES",En retard d'un an,,2,1,P,R1,,,,Pluridisciplinaire sciences économiques et gestion,0.0,BAC L,Passable deuxième groupe,62,2012
2980,2014,DSA,13.0,8.0,14.0,0.0,8.0,21.0,"Sciences économiques, gestion",35.0,Femme,2,"Droit, gestion, économie, AES",En retard d'un an,28.0,2,2,B,R1,20.0,0.0,0.0,Pluridisciplinaire sciences économiques et gestion,1.0,BAC ES,Bien,62,2012
2981,2014,DSA,9.0,9.0,19.0,3.0,20.0,80.0,"Sciences économiques, gestion",53.0,Homme,2,"Droit, gestion, économie, AES",En retard de plus d'un an,20.0,2,1,D,R2,11.0,2.0,1.0,Pluridisciplinaire sciences économiques et gestion,10.0,BAC ES,Passable premier groupe,62,2012
2982,2014,DSA,3.0,9.0,8.0,7.0,70.0,158.0,"Sciences économiques, gestion",196.0,Homme,4,"Droit, gestion, économie, AES",En retard d'un an,14.0,2,1,D,R1,5.0,5.0,2.0,Pluridisciplinaire sciences économiques et gestion,5.0,BAC STMG,Passable premier groupe,62,2012
2983,2014,DSA,1.0,,2.0,,,2.0,"Sciences économiques, gestion",,Femme,5,"Droit, gestion, économie, AES",A l'heure ou en avance,,2,2,B,R0,,,,Pluridisciplinaire sciences économiques et gestion,1.0,BAC technologique hors STMG,Bien,62,2012
2984,2014,DSA,0.0,0.0,1.0,0.0,42.0,117.0,"Sciences économiques, gestion",72.0,Homme,6,"Droit, gestion, économie, AES",Non pris en compte,0.0,2,1,P,R4,0.0,0.0,0.0,Pluridisciplinaire sciences économiques et gestion,1.0,BAC professionnel,Passable deuxième groupe,62,2012
2985,2014,DSA,1.0,1.0,2.0,0.0,6.0,8.0,"Sciences économiques, gestion",19.0,Femme,6,"Droit, gestion, économie, AES",Non pris en compte,3.0,2,2,B,R4,2.0,0.0,0.0,Pluridisciplinaire sciences économiques et gestion,1.0,BAC professionnel,Bien,62,2012
2986,2014,DSA,0.0,0.0,0.0,0.0,0.0,1.0,Administration économique et sociale,1.0,Femme,2,"Droit, gestion, économie, AES",En retard de plus d'un an,1.0,3,2,B,R2,1.0,0.0,0.0,Administration économique et sociale,0.0,BAC ES,Bien,40,2012
2987,2014,DSA,3.0,2.0,4.0,0.0,5.0,21.0,Administration économique et sociale,28.0,Femme,5,"Droit, gestion, économie, AES",A l'heure ou en avance,7.0,3,2,C,R0,5.0,0.0,0.0,Administration économique et sociale,1.0,BAC technologique hors STMG,Assez bien,40,2012
2988,2014,DSA,0.0,0.0,0.0,0.0,0.0,1.0,Administration économique et sociale,1.0,Femme,5,"Droit, gestion, économie, AES",En retard d'un an,1.0,3,2,B,R1,1.0,0.0,0.0,Administration économique et sociale,0.0,BAC technologique hors STMG,Bien,40,2012
2989,2014,DSA,0.0,0.0,1.0,0.0,1.0,11.0,Administration économique et sociale,9.0,Femme,5,"Droit, gestion, économie, AES",En retard de plus d'un an,0.0,3,2,P,R2,0.0,0.0,0.0,Administration économique et sociale,1.0,BAC technologique hors STMG,Passable deuxième groupe,40,2012
2990,2014,DSA,0.0,,0.0,,,1.0,Administration économique et sociale,,Femme,6,"Droit, gestion, économie, AES",Non pris en compte,,3,2,A,R4,,,,Administration économique et sociale,0.0,BAC professionnel,Très bien,40,2012
2991,2014,DSA,0.0,2.0,0.0,0.0,81.0,215.0,Administration économique et sociale,158.0,Femme,6,"Droit, gestion, économie, AES",Non pris en compte,4.0,3,2,P,R4,2.0,0.0,0.0,Administration économique et sociale,0.0,BAC professionnel,Passable deuxième groupe,40,2012
2992,2014,LLSH,15.0,3.0,18.0,0.0,2.0,37.0,"Lettres, sciences du langage, arts",34.0,Femme,2,"Lettres, langues et sciences humaines",En retard d'un an,25.0,4,2,D,R1,22.0,0.0,0.0,"Sciences du langage, linguistique",3.0,BAC ES,Passable premier groupe,17,2012
2993,2014,LLSH,1.0,0.0,2.0,0.0,2.0,14.0,"Lettres, sciences du langage, arts",10.0,Femme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,3.0,4,2,D,R0,3.0,0.0,0.0,"Sciences du langage, linguistique",1.0,BAC STMG,Passable premier groupe,17,2012
2994,2014,LLSH,0.0,,0.0,,,1.0,"Lettres, sciences du langage, arts",,Homme,5,"Lettres, langues et sciences humaines",A l'heure ou en avance,,4,1,C,R0,,,,"Sciences du langage, linguistique",0.0,BAC technologique hors STMG,Assez bien,17,2012
2995,2014,LLSH,2.0,,2.0,,,2.0,"Lettres, sciences du langage, arts",,Homme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,,4,1,A,R0,,,,Langues et littératures anciennes,0.0,BAC ES,Très bien,18,2012
2996,2014,LLSH,2.0,2.0,2.0,0.0,2.0,4.0,"Lettres, sciences du langage, arts",4.0,Homme,2,"Lettres, langues et sciences humaines",En retard d'un an,4.0,4,1,C,R1,2.0,0.0,0.0,Langues et littératures françaises,0.0,BAC ES,Assez bien,19,2012
2997,2014,LLSH,1.0,0.0,1.0,0.0,1.0,3.0,"Lettres, sciences du langage, arts",4.0,Femme,3,"Lettres, langues et sciences humaines",En retard d'un an,3.0,4,2,C,R1,3.0,0.0,0.0,Langues et littératures françaises,0.0,BAC S,Assez bien,19,2012
2998,2014,LLSH,,1.0,,0.0,1.0,,"Lettres, sciences du langage, arts",1.0,Femme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,1.0,4,2,Q,R0,0.0,0.0,0.0,Langues et littératures françaises,,BAC STMG,Inconnue,19,2012
2999,2014,LLSH,1.0,2.0,3.0,0.0,6.0,25.0,"Lettres, sciences du langage, arts",19.0,Femme,4,"Lettres, langues et sciences humaines",En retard d'un an,2.0,4,2,D,R1,0.0,0.0,0.0,Langues et littératures françaises,2.0,BAC STMG,Passable premier groupe,19,2012
3000,2014,LLSH,0.0,,0.0,,,1.0,"Lettres, sciences du langage, arts",,Homme,4,"Lettres, langues et sciences humaines",En retard de plus d'un an,,4,1,C,R2,,,,Langues et littératures françaises,0.0,BAC STMG,Assez bien,19,2012
3001,2014,LLSH,,0.0,,0.0,0.0,,"Lettres, sciences du langage, arts",2.0,Femme,4,"Lettres, langues et sciences humaines",En retard de plus d'un an,2.0,4,2,B,R2,2.0,0.0,0.0,Langues et littératures françaises,,BAC STMG,Bien,19,2012
3002,2014,LLSH,0.0,1.0,0.0,0.0,1.0,1.0,"Lettres, sciences du langage, arts",3.0,Homme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,3.0,4,1,B,R2,2.0,0.0,0.0,Arts,0.0,BAC L,Bien,21,2012
3003,2014,LLSH,3.0,3.0,7.0,0.0,6.0,40.0,"Lettres, sciences du langage, arts",26.0,Homme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,11.0,4,1,P,R2,8.0,0.0,0.0,Arts,4.0,BAC L,Passable deuxième groupe,21,2012
3004,2014,LLSH,6.0,0.0,8.0,0.0,0.0,25.0,"Lettres, sciences du langage, arts",9.0,Homme,3,"Lettres, langues et sciences humaines",En retard de plus d'un an,6.0,4,1,D,R2,6.0,0.0,0.0,Arts,2.0,BAC S,Passable premier groupe,21,2012
3005,2014,LLSH,2.0,0.0,3.0,0.0,1.0,9.0,"Lettres, sciences du langage, arts",5.0,Homme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,1.0,4,1,P,R0,1.0,0.0,0.0,Arts,1.0,BAC STMG,Passable deuxième groupe,21,2012
3006,2014,LLSH,0.0,0.0,0.0,0.0,0.0,2.0,"Lettres, sciences du langage, arts",3.0,Femme,4,"Lettres, langues et sciences humaines",En retard d'un an,2.0,4,2,B,R1,2.0,0.0,0.0,Arts,0.0,BAC STMG,Bien,21,2012
3007,2014,LLSH,16.0,3.0,21.0,1.0,7.0,47.0,"Lettres, sciences du langage, arts",61.0,Femme,5,"Lettres, langues et sciences humaines",A l'heure ou en avance,29.0,4,2,C,R0,26.0,1.0,0.0,Arts,5.0,BAC technologique hors STMG,Assez bien,21,2012
3008,2014,LLSH,3.0,1.0,4.0,0.0,2.0,13.0,"Lettres, sciences du langage, arts",14.0,Femme,5,"Lettres, langues et sciences humaines",En retard d'un an,7.0,4,2,C,R1,6.0,0.0,0.0,Arts,1.0,BAC technologique hors STMG,Assez bien,21,2012
3009,2014,LLSH,0.0,,0.0,,,1.0,"Lettres, sciences du langage, arts",,Homme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,,4,1,B,R0,,,,"Pluridisciplinaire lettres, sciences du langage, arts",0.0,BAC L,Bien,64,2012
3010,2014,LLSH,8.0,1.0,8.0,0.0,1.0,9.0,"Lettres, sciences du langage, arts",8.0,Femme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,8.0,4,2,B,R0,7.0,0.0,0.0,"Pluridisciplinaire lettres, sciences du langage, arts",0.0,BAC L,Bien,64,2012
3011,2014,LLSH,0.0,,0.0,,,1.0,"Lettres, sciences du langage, arts",,Homme,1,"Lettres, langues et sciences humaines",En retard d'un an,,4,1,C,R1,,,,"Pluridisciplinaire lettres, sciences du langage, arts",0.0,BAC L,Assez bien,64,2012
3012,2014,LLSH,0.0,,0.0,,,1.0,"Lettres, sciences du langage, arts",,Femme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,,4,2,C,R2,,,,"Pluridisciplinaire lettres, sciences du langage, arts",0.0,BAC L,Assez bien,64,2012
3013,2014,LLSH,,0.0,,0.0,1.0,,"Lettres, sciences du langage, arts",1.0,Femme,2,"Lettres, langues et sciences humaines",En retard d'un an,0.0,4,2,P,R1,0.0,0.0,0.0,"Pluridisciplinaire lettres, sciences du langage, arts",,BAC ES,Passable deuxième groupe,64,2012
3014,2014,LLSH,,1.0,,0.0,1.0,,"Lettres, sciences du langage, arts",2.0,Femme,3,"Lettres, langues et sciences humaines",En retard d'un an,2.0,4,2,P,R1,1.0,0.0,0.0,"Pluridisciplinaire lettres, sciences du langage, arts",,BAC S,Passable deuxième groupe,64,2012
3015,2014,LLSH,0.0,,0.0,,,1.0,"Lettres, sciences du langage, arts",,Femme,5,"Lettres, langues et sciences humaines",A l'heure ou en avance,,4,2,C,R0,,,,"Pluridisciplinaire lettres, sciences du langage, arts",0.0,BAC technologique hors STMG,Assez bien,64,2012
3016,2014,LLSH,1.0,,1.0,,,1.0,"Lettres, sciences du langage, arts",,Femme,6,"Lettres, langues et sciences humaines",Non pris en compte,,4,2,A,R4,,,,"Pluridisciplinaire lettres, sciences du langage, arts",0.0,BAC professionnel,Très bien,64,2012
3017,2014,LLSH,,1.0,,0.0,1.0,,Langues,2.0,Homme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,2.0,5,1,A,R2,1.0,0.0,0.0,Langues et littératures étrangères,,BAC L,Très bien,23,2012
3018,2014,LLSH,1.0,1.0,1.0,1.0,1.0,2.0,Langues,10.0,Femme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,8.0,5,2,B,R2,7.0,0.0,1.0,Langues et littératures étrangères,0.0,BAC L,Bien,23,2012
3019,2014,LLSH,4.0,7.0,6.0,1.0,14.0,22.0,Langues,35.0,Femme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,22.0,5,2,C,R2,15.0,1.0,0.0,Langues et littératures étrangères,2.0,BAC L,Assez bien,23,2012
3020,2014,LLSH,19.0,2.0,24.0,1.0,6.0,36.0,Langues,26.0,Homme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,17.0,5,1,B,R0,15.0,1.0,0.0,Langues et littératures étrangères,5.0,BAC ES,Bien,23,2012
3021,2014,LLSH,44.0,13.0,46.0,0.0,16.0,55.0,Langues,83.0,Femme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,71.0,5,2,A,R0,58.0,0.0,0.0,Langues et littératures étrangères,2.0,BAC ES,Très bien,23,2012
3022,2014,LLSH,141.0,18.0,163.0,5.0,24.0,208.0,Langues,210.0,Femme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,177.0,5,2,B,R0,159.0,4.0,1.0,Langues et littératures étrangères,22.0,BAC ES,Bien,23,2012
3023,2014,LLSH,2.0,1.0,4.0,0.0,4.0,21.0,Langues,15.0,Femme,2,"Lettres, langues et sciences humaines",En retard de plus d'un an,3.0,5,2,D,R2,2.0,0.0,0.0,Langues et littératures étrangères,2.0,BAC ES,Passable premier groupe,23,2012
3024,2014,LLSH,1.0,2.0,1.0,0.0,8.0,20.0,Langues,23.0,Femme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,6.0,5,2,D,R2,4.0,0.0,0.0,Langues et littératures étrangères,0.0,BAC technologique hors STMG,Passable premier groupe,23,2012
3025,2014,LLSH,11.0,5.0,17.0,0.0,9.0,22.0,Langues,35.0,Femme,1,"Lettres, langues et sciences humaines",En retard d'un an,28.0,5,2,B,R1,23.0,0.0,0.0,Langues étrangères appliquées,6.0,BAC L,Bien,24,2012
3026,2014,LLSH,61.0,40.0,105.0,2.0,90.0,309.0,Langues,271.0,Femme,1,"Lettres, langues et sciences humaines",En retard d'un an,122.0,5,2,D,R1,82.0,1.0,1.0,Langues étrangères appliquées,44.0,BAC L,Passable premier groupe,24,2012
3027,2014,LLSH,5.0,0.0,6.0,0.0,0.0,8.0,Langues,3.0,Homme,2,"Lettres, langues et sciences humaines",En retard d'un an,3.0,5,1,B,R1,3.0,0.0,0.0,Langues étrangères appliquées,1.0,BAC ES,Bien,24,2012
3028,2014,LLSH,10.0,0.0,15.0,5.0,0.0,24.0,Langues,31.0,Femme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,15.0,5,2,B,R0,15.0,4.0,1.0,Langues étrangères appliquées,5.0,BAC STMG,Bien,24,2012
3029,2014,DSA,0.0,1.0,0.0,0.0,1.0,3.0,Administration économique et sociale,5.0,Homme,5,"Droit, gestion, économie, AES",En retard d'un an,3.0,3,1,C,R1,2.0,0.0,0.0,Administration économique et sociale,0.0,BAC technologique hors STMG,Assez bien,40,2012
3030,2014,LLSH,2.0,1.0,2.0,0.0,1.0,4.0,Sciences humaines et sociales,2.0,Femme,3,"Lettres, langues et sciences humaines",En retard de plus d'un an,2.0,6,2,D,R2,1.0,0.0,0.0,"Sociologie, démographie",0.0,BAC S,Passable premier groupe,33,2012
3031,2014,LLSH,,1.0,,0.0,1.0,,Sciences humaines et sociales,4.0,Homme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,4.0,6,1,B,R0,3.0,0.0,0.0,"Sociologie, démographie",,BAC STMG,Bien,33,2012
3032,2014,LLSH,2.0,3.0,2.0,2.0,6.0,17.0,Sciences humaines et sociales,22.0,Homme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,5.0,6,1,D,R0,2.0,2.0,0.0,"Sociologie, démographie",0.0,BAC STMG,Passable premier groupe,33,2012
3033,2014,LLSH,8.0,7.0,14.0,1.0,16.0,70.0,Sciences humaines et sociales,62.0,Femme,4,"Lettres, langues et sciences humaines",En retard d'un an,18.0,6,2,D,R1,11.0,1.0,0.0,"Sociologie, démographie",6.0,BAC STMG,Passable premier groupe,33,2012
3034,2014,LLSH,1.0,0.0,2.0,0.0,2.0,6.0,Sciences humaines et sociales,19.0,Homme,5,"Lettres, langues et sciences humaines",A l'heure ou en avance,3.0,6,1,D,R0,3.0,0.0,0.0,"Sociologie, démographie",1.0,BAC technologique hors STMG,Passable premier groupe,33,2012
3035,2014,LLSH,3.0,0.0,5.0,0.0,3.0,7.0,Sciences humaines et sociales,11.0,Femme,1,"Lettres, langues et sciences humaines",En retard d'un an,5.0,6,2,P,R1,5.0,0.0,0.0,Sciences de l'éducation,2.0,BAC L,Passable deuxième groupe,34,2012
3036,2014,LLSH,,0.0,,0.0,0.0,,Sciences humaines et sociales,1.0,Femme,2,"Lettres, langues et sciences humaines",En retard de plus d'un an,1.0,6,2,Q,R2,1.0,0.0,0.0,Sciences de l'éducation,,BAC ES,Inconnue,34,2012
3037,2014,LLSH,2.0,0.0,2.0,0.0,0.0,9.0,Sciences humaines et sociales,6.0,Femme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,1.0,6,2,P,R0,1.0,0.0,0.0,Sciences de l'éducation,0.0,BAC STMG,Passable deuxième groupe,34,2012
3038,2014,LLSH,1.0,2.0,1.0,0.0,5.0,4.0,Sciences humaines et sociales,13.0,Femme,4,"Lettres, langues et sciences humaines",En retard de plus d'un an,8.0,6,2,D,R2,6.0,0.0,0.0,Sciences de l'éducation,0.0,BAC STMG,Passable premier groupe,34,2012
3039,2014,LLSH,0.0,4.0,0.0,0.0,4.0,8.0,Sciences humaines et sociales,14.0,Femme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,10.0,6,2,D,R2,6.0,0.0,0.0,Sciences de l'éducation,0.0,BAC technologique hors STMG,Passable premier groupe,34,2012
3040,2014,LLSH,0.0,,0.0,,,2.0,Sciences humaines et sociales,,Homme,6,"Lettres, langues et sciences humaines",Non pris en compte,,6,1,Q,R4,,,,Sciences de l'éducation,0.0,BAC professionnel,Inconnue,34,2012
3041,2014,LLSH,16.0,2.0,22.0,1.0,7.0,32.0,Sciences humaines et sociales,31.0,Homme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,23.0,6,1,C,R0,21.0,0.0,1.0,Sciences de l'information et la communication,6.0,BAC L,Assez bien,35,2012
3042,2014,LLSH,10.0,5.0,13.0,1.0,7.0,27.0,Sciences humaines et sociales,23.0,Homme,2,"Lettres, langues et sciences humaines",En retard d'un an,11.0,6,1,D,R1,6.0,1.0,0.0,Sciences de l'information et la communication,3.0,BAC ES,Passable premier groupe,35,2012
3043,2014,LLSH,4.0,4.0,6.0,0.0,6.0,18.0,Sciences humaines et sociales,27.0,Femme,2,"Lettres, langues et sciences humaines",En retard d'un an,13.0,6,2,P,R1,9.0,0.0,0.0,Sciences de l'information et la communication,2.0,BAC ES,Passable deuxième groupe,35,2012
3044,2014,LLSH,2.0,0.0,4.0,0.0,4.0,15.0,Sciences humaines et sociales,22.0,Homme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,4.0,6,1,D,R0,4.0,0.0,0.0,Sciences de l'information et la communication,2.0,BAC STMG,Passable premier groupe,35,2012
3045,2014,LLSH,,0.0,,0.0,0.0,,Sciences humaines et sociales,1.0,Femme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,1.0,6,2,A,R0,1.0,0.0,0.0,Sciences de l'information et la communication,,BAC STMG,Très bien,35,2012
3046,2014,LLSH,6.0,3.0,10.0,2.0,6.0,23.0,Sciences humaines et sociales,44.0,Femme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,16.0,6,2,C,R0,13.0,2.0,0.0,Sciences de l'information et la communication,4.0,BAC STMG,Assez bien,35,2012
3047,2014,LLSH,8.0,4.0,15.0,0.0,7.0,34.0,Sciences humaines et sociales,24.0,Femme,4,"Lettres, langues et sciences humaines",En retard d'un an,12.0,6,2,D,R1,8.0,0.0,0.0,Sciences de l'information et la communication,7.0,BAC STMG,Passable premier groupe,35,2012
3048,2014,LLSH,,0.0,,0.0,0.0,,Sciences humaines et sociales,1.0,Homme,5,"Lettres, langues et sciences humaines",A l'heure ou en avance,0.0,6,1,B,R0,0.0,0.0,0.0,Sciences de l'information et la communication,,BAC technologique hors STMG,Bien,35,2012
3049,2014,LLSH,16.0,4.0,25.0,0.0,8.0,54.0,Sciences humaines et sociales,23.0,Homme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,14.0,6,1,D,R0,10.0,0.0,0.0,Pluridisciplinaire sciences humaines et sociales,9.0,BAC L,Passable premier groupe,66,2012
3050,2014,LLSH,76.0,7.0,89.0,1.0,8.0,115.0,Sciences humaines et sociales,35.0,Femme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,32.0,6,2,B,R0,25.0,1.0,0.0,Pluridisciplinaire sciences humaines et sociales,13.0,BAC L,Bien,66,2012
3051,2014,LLSH,13.0,0.0,15.0,0.0,0.0,19.0,Sciences humaines et sociales,16.0,Femme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,13.0,6,2,A,R0,13.0,0.0,0.0,Pluridisciplinaire sciences humaines et sociales,2.0,BAC ES,Très bien,66,2012
3052,2014,LLSH,7.0,1.0,9.0,0.0,3.0,18.0,Sciences humaines et sociales,9.0,Femme,2,"Lettres, langues et sciences humaines",En retard de plus d'un an,4.0,6,2,D,R2,3.0,0.0,0.0,Pluridisciplinaire sciences humaines et sociales,2.0,BAC ES,Passable premier groupe,66,2012
3053,2014,LLSH,5.0,1.0,8.0,2.0,1.0,26.0,Sciences humaines et sociales,15.0,Homme,3,"Lettres, langues et sciences humaines",En retard d'un an,6.0,6,1,D,R1,5.0,2.0,0.0,Pluridisciplinaire sciences humaines et sociales,3.0,BAC S,Passable premier groupe,66,2012
3054,2014,LLSH,0.0,0.0,0.0,0.0,7.0,19.0,Sciences humaines et sociales,19.0,Homme,4,"Lettres, langues et sciences humaines",A l'heure ou en avance,2.0,6,1,D,R0,2.0,0.0,0.0,Pluridisciplinaire sciences humaines et sociales,0.0,BAC STMG,Passable premier groupe,66,2012
3055,2014,LLSH,2.0,1.0,5.0,1.0,5.0,32.0,Sciences humaines et sociales,17.0,Femme,4,"Lettres, langues et sciences humaines",En retard d'un an,1.0,6,2,D,R1,0.0,0.0,1.0,Pluridisciplinaire sciences humaines et sociales,3.0,BAC STMG,Passable premier groupe,66,2012
